FeatureID,FeatureName,Cluster 1 Average,Cluster 1 Log2 Fold Change,Cluster 1 P-Value,Cluster 2 Average,Cluster 2 Log2 Fold Change,Cluster 2 P-Value
ENSMUSG00000032314,Etfa,0.548503455,-2.086977739,0.00149409,2.333859968,2.086977739,0.00149409
ENSMUSG00000030483,Cyp2b10,0.547558225,-2.715989942,4.88E-06,3.604435771,2.715989942,4.88E-06
ENSMUSG00000018287,Spag7,0.541751813,-1.104841947,0.100150467,1.165710622,1.104841947,0.100150467
ENSMUSG00000040158,Tax1bp3,0.54161678,-1.204134667,0.073339631,1.248627277,1.204134667,0.073339631
ENSMUSG00000040462,Os9,0.541346714,-0.902478739,0.171797837,1.012070937,0.902478739,0.171797837
ENSMUSG00000028333,Anp32b,0.538375991,-0.978160173,0.139018613,1.06084544,0.978160173,0.139018613
ENSMUSG00000037710,Cisd1,0.534730104,-1.687382106,0.009799587,1.724178681,1.687382106,0.009799587
ENSMUSG00000060803,Gstp1,0.534595071,-2.05776876,0.001862199,2.228994787,2.05776876,0.001862199
ENSMUSG00000024026,Glo1,0.533379776,-1.004783125,0.12871335,1.070600341,1.004783125,0.12871335
ENSMUSG00000031796,Cfap20,0.53121925,-2.904352542,4.53E-07,3.984876895,2.904352542,4.53E-07
ENSMUSG00000031848,Lsm4,0.530814151,-1.263800937,0.05904053,1.275453253,1.263800937,0.05904053
ENSMUSG00000035585,Tsen34,0.529868921,-1.148827982,0.087301631,1.175465522,1.148827982,0.087301631
ENSMUSG00000020612,Prkar1a,0.529598856,-2.006823129,0.001446864,2.131445781,2.006823129,0.001446864
ENSMUSG00000029198,Grpel1,0.528653626,-1.187545208,0.077414989,1.204730224,1.187545208,0.077414989
ENSMUSG00000042312,S100a13,0.527303297,-1.630118265,0.013183528,1.63394585,1.630118265,0.013183528
ENSMUSG00000057522,Spop,0.525412837,-2.68184109,6.47E-06,3.377634332,2.68184109,6.47E-06
ENSMUSG00000025289,Prdx4,0.525277804,-1.711066682,0.008752375,1.721739956,1.711066682,0.008752375
ENSMUSG00000063200,Nol7,0.525142771,-1.17660844,0.080281035,1.187659148,1.17660844,0.080281035
ENSMUSG00000004264,Phb2,0.525142771,-0.980580723,0.138656036,1.036458189,0.980580723,0.138656036
ENSMUSG00000032216,Nedd4,0.523252311,-0.944559644,0.153878052,1.007193487,0.944559644,0.153878052
ENSMUSG00000025982,Sf3b1,0.521901983,-1.274390348,0.057357211,1.263259628,1.274390348,0.057357211
ENSMUSG00000039067,Psmd7,0.517310866,-1.674811461,0.010580987,1.653455652,1.674811461,0.010580987
ENSMUSG00000046229,Scand1,0.516365636,-2.418658092,9.67E-05,2.76551432,2.418658092,9.67E-05
ENSMUSG00000061032,Rrp1,0.516365636,-2.380012164,0.000139208,2.692352565,2.380012164,0.000139208
ENSMUSG00000019471,Cdc37,0.515285373,-1.4355934,0.031151537,1.394950786,1.4355934,0.031151537
ENSMUSG00000032026,Rexo2,0.513529946,-2.787899016,1.93E-06,3.553222543,2.787899016,1.93E-06
ENSMUSG00000046516,Cox17,0.513124847,-1.112152247,0.098038951,1.109619943,1.112152247,0.098038951
ENSMUSG00000005732,Ranbp1,0.511639486,-1.801112797,0.005298837,1.78514681,1.801112797,0.005298837
ENSMUSG00000079523,Tmsb10,0.510694256,-2.620383767,1.47E-05,3.145955443,2.620383767,1.47E-05
ENSMUSG00000078427,Sarnp,0.509749026,-1.159147212,0.084493731,1.138884645,1.159147212,0.084493731
ENSMUSG00000021537,Cetn3,0.508938829,-2.018997189,0.001338279,2.065600202,2.018997189,0.001338279
ENSMUSG00000023039,Krt7,0.508263665,-1.646138218,0.012888533,1.592487523,1.646138218,0.012888533
ENSMUSG00000021963,Sap18,0.507858566,-1.13963146,0.089744912,1.119374844,1.13963146,0.089744912
ENSMUSG00000029918,Mrps33,0.507048369,-1.570239794,0.017390559,1.507132143,1.570239794,0.017390559
ENSMUSG00000045503,Sys1,0.506913336,-1.733539892,0.007735632,1.687597804,1.733539892,0.007735632
ENSMUSG00000027613,Eif6,0.506778303,-1.42391708,0.032568891,1.360808634,1.42391708,0.032568891
ENSMUSG00000021576,Pdcd6,0.505833073,-1.696510061,0.009453109,1.641262026,1.696510061,0.009453109
ENSMUSG00000006005,Tpr,0.505427975,-1.458407758,0.028323477,1.390073335,1.458407758,0.028323477
ENSMUSG00000021024,Psma6,0.503267449,-1.511810542,0.022667867,1.436409113,1.511810542,0.022667867
ENSMUSG00000106918,Mrpl33,0.50002666,-2.027363593,0.00125994,2.04121295,2.027363593,0.00125994
ENSMUSG00000034243,Golgb1,0.498811365,-1.701609844,0.009338203,1.62419095,1.701609844,0.009338203
ENSMUSG00000018858,Ict1,0.498676332,-1.655847746,0.01157015,1.572977722,1.655847746,0.01157015
ENSMUSG00000022427,Tomm22,0.497461036,-1.491394784,0.024827697,1.399828236,1.491394784,0.024827697
ENSMUSG00000055044,Pdlim1,0.495975675,-1.285391673,0.055406658,1.209607674,1.285391673,0.055406658
ENSMUSG00000004070,Hmox2,0.495165478,-1.034551192,0.121817614,1.014509662,1.034551192,0.121817614
ENSMUSG00000038286,Bphl,0.494490313,-3.597058157,1.13E-11,5.996825143,3.597058157,1.13E-11
ENSMUSG00000025135,Anapc11,0.494355281,-1.459713939,0.028082592,1.360808634,1.459713939,0.028082592
ENSMUSG00000054405,Dnajc8,0.493004952,-1.364860489,0.042180258,1.270575803,1.364860489,0.042180258
ENSMUSG00000013822,Elof1,0.491249525,-5.328652356,1.98E-30,19.79025459,5.328652356,4.81E-15
ENSMUSG00000009079,Ewsr1,0.490574361,-1.890977298,0.003143282,1.821727687,1.890977298,0.003143282
ENSMUSG00000038646,Fam103a1,0.490169262,-1.532626401,0.020529187,1.419338037,1.532626401,0.020529187
ENSMUSG00000015994,Fnta,0.489764164,-1.553481122,0.019022823,1.438847838,1.553481122,0.019022823
ENSMUSG00000033685,Ucp2,0.489224032,-1.849895487,0.003980556,1.765637008,1.849895487,0.003980556
ENSMUSG00000023456,Tpi1,0.488413835,-1.638161229,0.01268336,1.521764493,1.638161229,0.01268336
ENSMUSG00000025647,Shisa5,0.487198539,-1.551258807,0.019473356,1.429092938,1.551258807,0.019473356
ENSMUSG00000000171,Sdhd,0.486793441,-2.377609674,0.000144271,2.533835431,2.377609674,0.000144271
ENSMUSG00000021497,Txndc15,0.486388342,-1.170223797,0.081889029,1.094987592,1.170223797,0.081889029
ENSMUSG00000024576,Csnk1a1,0.485443112,-1.467772694,0.027669731,1.343737558,1.467772694,0.027669731
ENSMUSG00000024072,Yipf4,0.483282587,-1.086780859,0.106422124,1.026703288,1.086780859,0.106422124
ENSMUSG00000037815,Ctnna1,0.481527159,-1.625958612,0.013698799,1.487622341,1.625958612,0.013698799
ENSMUSG00000060373,Hnrnpc,0.479906765,-1.100305551,0.101815569,1.029142013,1.100305551,0.101815569
ENSMUSG00000029066,Mrpl20,0.479231601,-1.095498656,0.103147886,1.024264563,1.095498656,0.103147886
ENSMUSG00000054312,Mrps21,0.479096568,-1.242414828,0.064211589,1.134007195,1.242414828,0.064211589
ENSMUSG00000005610,Eif4g2,0.478016305,-1.680692432,0.010492685,1.533958119,1.680692432,0.010492685
ENSMUSG00000020485,Supt4a,0.477071075,-1.434187767,0.031211232,1.290085604,1.434187767,0.031211232
ENSMUSG00000051483,Cbr1,0.474640484,-2.968190534,2.08E-07,3.721494579,2.968190534,2.08E-07
ENSMUSG00000025980,Hspd1,0.474640484,-1.551577524,0.019029479,1.392512061,1.551577524,0.019029479
ENSMUSG00000038467,Chmp4b,0.474370418,-1.30242015,0.052097973,1.170588072,1.30242015,0.052097973
ENSMUSG00000020708,Psmc5,0.471534728,-1.823239381,0.004717971,1.670526728,1.823239381,0.004717971
ENSMUSG00000062580,Timm17a,0.471534728,-1.369841408,0.040514617,1.219362575,1.369841408,0.040514617
ENSMUSG00000034345,Gtf2h5,0.468023874,-1.101951392,0.101566892,1.004754762,1.101951392,0.101566892
ENSMUSG00000022186,Oxct1,0.466673545,-1.701522873,0.009310319,1.519325768,1.701522873,0.009310319
ENSMUSG00000019432,Ddx39b,0.466673545,-1.379016659,0.038974472,1.214485125,1.379016659,0.038974472
ENSMUSG00000002043,Trappc6a,0.466133414,-1.632110044,0.013153697,1.446164014,1.632110044,0.013153697
ENSMUSG00000025630,Hprt,0.465863348,-1.857418636,0.00390177,1.690036529,1.857418636,0.00390177
ENSMUSG00000037772,Mrpl23,0.46356779,-1.632765538,0.013183528,1.438847838,1.632765538,0.013183528
ENSMUSG00000015937,H2afy,0.461947396,-1.212161211,0.071411724,1.070600341,1.212161211,0.071411724
ENSMUSG00000019943,Atp2b1,0.458571574,-1.336197803,0.046573242,1.158394446,1.336197803,0.046573242
ENSMUSG00000003955,Fam162a,0.458166476,-1.153461126,0.086866089,1.019387113,1.153461126,0.086866089
ENSMUSG00000025066,Sfr1,0.458031443,-1.462670556,0.028191966,1.263259628,1.462670556,0.028191966
ENSMUSG00000006095,Tbcb,0.457491311,-1.871046375,0.003496165,1.675404178,1.871046375,0.003496165
ENSMUSG00000057278,Snrpg,0.456140983,-1.517823185,0.021985131,1.30715668,1.517823185,0.021985131
ENSMUSG00000078566,Bnip3,0.454655621,-1.46776959,0.027572808,1.258382177,1.46776959,0.027572808
ENSMUSG00000044573,Acp1,0.45411549,-1.664916918,0.011256786,1.441286564,1.664916918,0.011256786
ENSMUSG00000038393,Txnip,0.452765161,-2.903738111,5.12E-07,3.394705408,2.903738111,5.12E-07
ENSMUSG00000018102,Hist1h2bc,0.452630129,-3.173575289,1.53E-08,4.092180801,3.173575289,1.53E-08
ENSMUSG00000029131,Dnajb6,0.451819931,-2.190693161,0.000380002,2.065600202,2.190693161,0.000380002
ENSMUSG00000030062,Rpn1,0.449659406,-1.197606358,0.076092209,1.031580738,1.197606358,0.076092209
ENSMUSG00000041028,Ghitm,0.448309077,-1.451303458,0.029392246,1.22667875,1.451303458,0.029392246
ENSMUSG00000019370,Calm3,0.448174044,-2.318379067,0.000248162,2.238749687,2.318379067,0.000248162
ENSMUSG00000020315,Sptbn1,0.447903979,-1.478142387,0.026845463,1.248627277,1.478142387,0.026845463
ENSMUSG00000008892,Vdac3,0.446958749,-2.535011962,3.20E-05,2.594803559,2.535011962,3.20E-05
ENSMUSG00000014846,Tppp3,0.446013519,-6.690880936,5.31E-51,46.19677051,6.690880936,4.81E-15
ENSMUSG00000032047,Acat1,0.445473387,-1.721579972,0.008337156,1.470551265,1.721579972,0.008337156
ENSMUSG00000025144,Stra13,0.441962533,-1.305158571,0.051577555,1.092548867,1.305158571,0.051577555
ENSMUSG00000002524,Puf60,0.438586712,-1.442283453,0.030530946,1.192536598,1.442283453,0.030530946
ENSMUSG00000031422,Morf4l2,0.436021087,-2.166952066,0.000448017,1.96073502,2.166952066,0.000448017
ENSMUSG00000071528,Usmg5,0.434535726,-1.61969102,0.013924791,1.336421382,1.61969102,0.013924791
ENSMUSG00000051695,Pcbp1,0.434130627,-1.659925203,0.01163481,1.373002259,1.659925203,0.01163481
ENSMUSG00000028568,Btf3l4,0.432240167,-2.271501787,0.000194155,2.089987453,2.271501787,0.000194155
ENSMUSG00000003873,Bax,0.43142997,-1.418117098,0.033895298,1.153516996,1.418117098,0.033895298
ENSMUSG00000040407,Akap9,0.430349708,-2.98420074,1.79E-07,3.411776485,2.98420074,1.79E-07
ENSMUSG00000020415,Pttg1,0.430214675,-2.96284898,2.29E-07,3.360563256,2.96284898,2.29E-07
ENSMUSG00000032171,Pin1,0.430214675,-1.452305476,0.029107257,1.177904247,1.452305476,0.029107257
ENSMUSG00000025487,Psmd13,0.430079642,-1.40117373,0.035847646,1.13644592,1.40117373,0.035847646
ENSMUSG00000034120,Srsf2,0.430079642,-1.237798564,0.06637902,1.014509662,1.237798564,0.06637902
ENSMUSG00000025035,Arl3,0.426298722,-3.405388186,3.31E-10,4.526273878,3.405388186,3.31E-10
ENSMUSG00000039530,Tusc3,0.425488525,-2.25500611,0.000220988,2.033896775,2.25500611,0.000220988
ENSMUSG00000079436,Kcnj13,0.424948393,-1.352105617,0.043490661,1.085232692,1.352105617,0.043490661
ENSMUSG00000023904,Hcfc1r1,0.424138196,-1.711305012,0.008858755,1.390073335,1.711305012,0.008858755
ENSMUSG00000011114,Tbrg1,0.423327999,-1.274392121,0.057721238,1.024264563,1.274392121,0.057721238
ENSMUSG00000073639,Rab18,0.422247736,-1.421487651,0.033614688,1.131568469,1.421487651,0.033614688
ENSMUSG00000027227,Sord,0.421572572,-1.363608588,0.041860114,1.085232692,1.363608588,0.041860114
ENSMUSG00000024067,Dpy30,0.421437539,-3.188879563,9.57E-09,3.850747011,3.188879563,9.57E-09
ENSMUSG00000095595,Fam177a,0.419952178,-2.637041141,1.14E-05,2.616752086,2.637041141,1.14E-05
ENSMUSG00000014606,Slc25a11,0.416711389,-1.468179024,0.027679136,1.153516996,1.468179024,0.027679136
ENSMUSG00000006728,Cdk4,0.415631126,-1.334723449,0.046127086,1.048651814,1.334723449,0.046127086
ENSMUSG00000031701,Dnaja2,0.414685896,-1.597690297,0.015495848,1.255943452,1.597690297,0.015495848
ENSMUSG00000028743,Akr7a5,0.414415831,-1.397974237,0.036163357,1.092548867,1.397974237,0.036163357
ENSMUSG00000090258,Churc1,0.414280798,-1.819093793,0.004830024,1.46323509,1.819093793,0.004830024
ENSMUSG00000029462,Vps29,0.413875699,-1.275784088,0.057920597,1.002316037,1.275784088,0.057920597
ENSMUSG00000028932,Psmc2,0.413470601,-1.742980733,0.007579238,1.385195885,1.742980733,0.007579238
ENSMUSG00000029152,Ociad1,0.413335568,-1.382329863,0.039037557,1.077916516,1.382329863,0.039037557
ENSMUSG00000060147,Serpinb6a,0.412120272,-1.674898452,0.010950744,1.316911581,1.674898452,0.010950744
ENSMUSG00000028699,Tspan1,0.410499878,-4.542509912,1.44E-20,9.589067289,4.542509912,4.81E-15
ENSMUSG00000030603,Psmc4,0.410364845,-2.199622434,0.000357159,1.887573266,2.199622434,0.000357159
ENSMUSG00000025613,Cct8,0.406853991,-1.553541055,0.019235875,1.194975323,1.553541055,0.019235875
ENSMUSG00000030538,Cib1,0.406448892,-2.670680985,7.85E-06,2.592364834,2.670680985,7.85E-06
ENSMUSG00000025823,Pdia4,0.404558432,-1.655545175,0.012501423,1.275453253,1.655545175,0.012501423
ENSMUSG00000031783,Polr2c,0.402938038,-1.800337835,0.005496665,1.404705686,1.800337835,0.005496665
ENSMUSG00000020745,Pafah1b1,0.401992808,-1.516993877,0.022735211,1.151078271,1.516993877,0.022735211
ENSMUSG00000030739,Myh14,0.400777512,-1.63847918,0.013127271,1.248627277,1.63847918,0.013127271
ENSMUSG00000038812,Trmt112,0.399427184,-1.375241181,0.040059688,1.036458189,1.375241181,0.040059688
ENSMUSG00000059518,Znhit1,0.397536724,-2.664181911,8.56E-06,2.52408053,2.664181911,8.56E-06
ENSMUSG00000021764,Ndufs4,0.39686156,-1.56868834,0.017804933,1.177904247,1.56868834,0.017804933
ENSMUSG00000064284,Cdpf1,0.39308064,-2.125110349,0.000628117,1.716862505,2.125110349,0.000628117
ENSMUSG00000031146,Plp2,0.392000377,-1.762996827,0.006685375,1.331543932,1.762996827,0.006685375
ENSMUSG00000003531,Dgcr6,0.38646403,-2.400640588,6.27E-05,2.043651676,2.400640588,6.27E-05
ENSMUSG00000018583,G3bp1,0.3855188,-1.716784841,0.008752375,1.268137078,1.716784841,0.008752375
ENSMUSG00000071662,Polr2g,0.383088208,-1.445600506,0.030227275,1.043774364,1.445600506,0.030227275
ENSMUSG00000054986,Sec14l3,0.381872913,-6.036405965,1.41E-40,25.12862394,6.036405965,4.81E-15
ENSMUSG00000036513,Commd2,0.379982453,-1.826248501,0.004761181,1.348615008,1.826248501,0.004761181
ENSMUSG00000019872,Smpdl3a,0.379307289,-2.434459948,5.15E-05,2.053406576,2.434459948,5.15E-05
ENSMUSG00000025353,Ormdl2,0.378497091,-1.80561775,0.005353971,1.324227756,1.80561775,0.005353971
ENSMUSG00000025499,Hras,0.375931467,-1.519126819,0.022506272,1.077916516,1.519126819,0.022506272
ENSMUSG00000018666,Cbx1,0.37512127,-1.472542409,0.027317967,1.041335639,1.472542409,0.027317967
ENSMUSG00000021967,Mrpl57,0.373905974,-1.520390127,0.021911076,1.073039066,1.520390127,0.021911076
ENSMUSG00000001416,Cct3,0.371745449,-1.968114372,0.001956194,1.455918914,1.968114372,0.001956194
ENSMUSG00000029149,Krtcap3,0.37134035,-2.122895648,0.000659351,1.619313499,2.122895648,0.000659351
ENSMUSG00000021774,Ube2e1,0.370800219,-1.60265273,0.015495848,1.126691019,1.60265273,0.015495848
ENSMUSG00000024959,Bad,0.369990022,-2.367487773,8.43E-05,1.911960517,2.367487773,8.43E-05
ENSMUSG00000037361,Sf3b6,0.368909759,-1.659037643,0.011767756,1.165710622,1.659037643,0.011767756
ENSMUSG00000068882,Ssb,0.368234594,-1.535874743,0.020780574,1.068161616,1.535874743,0.020780574
ENSMUSG00000059323,Tonsl,0.367154332,-1.722036538,0.008367776,1.212046399,1.722036538,0.008367776
ENSMUSG00000096215,Smim22,0.3666142,-2.227682151,0.000283525,1.719301231,2.227682151,0.000283525
ENSMUSG00000109324,Prmt1,0.36472374,-1.588597206,0.016369939,1.097426317,1.588597206,0.016369939
ENSMUSG00000029310,Nudt9,0.364588707,-1.543637087,0.019934375,1.063284165,1.543637087,0.019934375
ENSMUSG00000030738,Eif3c,0.364183609,-2.016924893,0.001420132,1.475428716,2.016924893,0.001420132
ENSMUSG00000014402,Tsg101,0.363373412,-2.076170866,0.000915011,1.533958119,2.076170866,0.000915011
ENSMUSG00000006058,Snf8,0.360402689,-1.496160648,0.024957505,1.016948387,1.496160648,0.024957505
ENSMUSG00000014226,Cacybp,0.358647262,-1.492810556,0.025370941,1.009632212,1.492810556,0.025370941
ENSMUSG00000023272,Creld2,0.356081638,-1.919938859,0.0027194,1.348615008,1.919938859,0.0027194
ENSMUSG00000021037,Ahsa1,0.354596276,-3.171974617,1.30E-08,3.202046122,3.171974617,1.30E-08
ENSMUSG00000016024,Lbp,0.354461243,-1.957432584,0.002129259,1.37787971,1.957432584,0.002129259
ENSMUSG00000000303,Cdh1,0.354461243,-1.710619797,0.009181903,1.160833171,1.710619797,0.009181903
ENSMUSG00000016382,Pls3,0.353651046,-1.639441686,0.013417009,1.102303768,1.639441686,0.013417009
ENSMUSG00000036275,9530068E07Rik,0.352975882,-1.593617371,0.016311585,1.06572289,1.593617371,0.016311585
ENSMUSG00000021290,2010107E04Rik,0.352570783,-1.7571243,0.00698741,1.192536598,1.7571243,0.00698741
ENSMUSG00000001247,Lsr,0.35243575,-1.900523584,0.00302601,1.316911581,1.900523584,0.00302601
ENSMUSG00000022969,Il10rb,0.350410258,-1.956055347,0.002129512,1.360808634,1.956055347,0.002129512
ENSMUSG00000053012,Krcc1,0.350140192,-2.432233566,4.66E-05,1.892450716,2.432233566,4.66E-05
ENSMUSG00000022477,Aco2,0.349870126,-1.88414359,0.003362461,1.292524329,1.88414359,0.003362461
ENSMUSG00000018012,Rac3,0.348789863,-2.102821728,0.000773098,1.499815967,2.102821728,0.000773098
ENSMUSG00000030750,Nsmce1,0.347709601,-1.585342502,0.016809062,1.043774364,1.585342502,0.016809062
ENSMUSG00000060188,Cxcl17,0.346764371,-4.040421665,3.42E-15,5.718810476,4.040421665,4.81E-15
ENSMUSG00000030701,Plekhb1,0.338122268,-1.668733214,0.011302711,1.075477791,1.668733214,0.011302711
ENSMUSG00000050628,Ubald2,0.336771939,-2.098489737,0.000808668,1.443725289,2.098489737,0.000808668
ENSMUSG00000032562,Gnai2,0.336096775,-1.641039574,0.013700423,1.048651814,1.641039574,0.013700423
ENSMUSG00000051185,Fam174a,0.333396118,-2.061001553,0.00105302,1.392512061,2.061001553,0.00105302
ENSMUSG00000021114,Atp6v1d,0.333126052,-1.992411283,0.001661603,1.326666481,1.992411283,0.001661603
ENSMUSG00000021866,Anxa11,0.332045789,-2.574094484,1.19E-05,1.980244822,2.574094484,1.19E-05
ENSMUSG00000019734,Tmc4,0.332045789,-1.846562156,0.004305724,1.194975323,1.846562156,0.004305724
ENSMUSG00000022139,Mbnl2,0.330965527,-1.76343132,0.007181844,1.124252294,1.76343132,0.007181844
ENSMUSG00000035278,Plekhj1,0.329750231,-1.641501247,0.012964425,1.029142013,1.641501247,0.012964425
ENSMUSG00000021496,Pcbd2,0.327589705,-2.584678632,1.01E-05,1.968051196,2.584678632,1.01E-05
ENSMUSG00000026688,Mgst3,0.326509442,-3.637726506,6.85E-12,4.072671,3.637726506,6.85E-12
ENSMUSG00000039771,Polr2j,0.321108128,-1.883063948,0.003353932,1.185220423,1.883063948,0.003353932
ENSMUSG00000066900,Suds3,0.31692211,-1.890088228,0.00323838,1.175465522,1.890088228,0.00323838
ENSMUSG00000024750,Zfand5,0.315706814,-2.007655392,0.001628621,1.270575803,2.007655392,0.001628621
ENSMUSG00000034211,Mrps17,0.312330993,-3.754308332,7.23E-13,4.223871959,3.754308332,7.22E-13
ENSMUSG00000019139,Isyna1,0.311655828,-2.101660893,0.000799973,1.338860107,2.101660893,0.000799973
ENSMUSG00000021033,Gstz1,0.309765368,-2.395164389,6.83E-05,1.631507125,2.395164389,6.83E-05
ENSMUSG00000011752,Pgam1,0.308955171,-2.305544544,0.000155179,1.529080669,2.305544544,0.000155179
ENSMUSG00000020402,Vdac1,0.307334777,-2.36723512,9.03E-05,1.587610073,2.36723512,9.03E-05
ENSMUSG00000026249,Serpine2,0.305984448,-2.875043704,8.46E-07,2.248504588,2.875043704,8.46E-07
ENSMUSG00000015943,Bola1,0.305174251,-2.403719697,6.20E-05,1.616874774,2.403719697,6.20E-05
ENSMUSG00000003068,Stk11,0.303553857,-1.722858124,0.00862628,1.002316037,1.722858124,0.00862628
ENSMUSG00000001604,Tcea3,0.302203529,-3.509373067,6.64E-11,3.448357362,3.509373067,6.64E-11
ENSMUSG00000021039,Snw1,0.301258299,-1.936047479,0.002463784,1.153516996,1.936047479,0.002463784
ENSMUSG00000004394,Tmed4,0.300988233,-2.020141101,0.001467754,1.2218013,2.020141101,0.001467754
ENSMUSG00000020911,Krt19,0.29990797,-4.54763789,4.33E-20,7.030844607,4.54763789,4.81E-15
ENSMUSG00000022972,1110004E09Rik,0.298422609,-4.094365234,7.09E-16,5.109129189,4.094365234,4.81E-15
ENSMUSG00000059447,Hadhb,0.295856984,-1.787638977,0.006089206,1.021825838,1.787638977,0.006089206
ENSMUSG00000020003,Pex7,0.29234613,-2.45474267,3.97E-05,1.604681149,2.45474267,3.97E-05
ENSMUSG00000026966,Ssna1,0.29234613,-2.003497351,0.001590973,1.173026797,2.003497351,0.001590973
ENSMUSG00000040811,Eml2,0.28856521,-3.123399875,2.99E-08,2.51920308,3.123399875,2.99E-08
ENSMUSG00000024253,Dync2li1,0.288295145,-2.999472859,1.67E-07,2.309472717,2.999472859,1.67E-07
ENSMUSG00000017286,Glod4,0.287214882,-2.101985044,0.000781525,1.233994926,2.101985044,0.000781525
ENSMUSG00000024290,Rock1,0.287079849,-1.907984113,0.002969094,1.077916516,1.907984113,0.002969094
ENSMUSG00000030588,Yif1b,0.286134619,-2.301486083,0.000161242,1.412021862,2.301486083,0.000161242
ENSMUSG00000007036,Abhd16a,0.284244159,-2.032002629,0.001325163,1.163271896,2.032002629,0.001325163
ENSMUSG00000031168,Ebp,0.284109126,-3.515525317,6.26E-11,3.255698075,3.515525317,6.26E-11
ENSMUSG00000070003,Ssbp4,0.28383906,-2.951774585,3.11E-07,2.199730085,2.951774585,3.11E-07
ENSMUSG00000004843,Chmp2b,0.281273436,-2.140639417,0.000611856,1.241311101,2.140639417,0.000611856
ENSMUSG00000019590,Cyb561,0.280868338,-3.431452646,2.60E-10,3.036212811,3.431452646,2.60E-10
ENSMUSG00000028729,Ebna1bp2,0.28005814,-2.032113171,0.00135125,1.14620082,2.032113171,0.00135125
ENSMUSG00000033429,Mcee,0.278977878,-3.750559906,8.77E-13,3.762952906,3.750559906,8.78E-13
ENSMUSG00000034024,Cct2,0.278572779,-1.97718191,0.001899238,1.097426317,1.97718191,0.001899238
ENSMUSG00000078572,1810043H04Rik,0.275602056,-1.893334814,0.003254645,1.024264563,1.893334814,0.003254645
ENSMUSG00000014956,Ppp1cb,0.274791859,-2.145687981,0.000592323,1.21692385,2.145687981,0.000592323
ENSMUSG00000014195,Dnajc7,0.273576563,-2.300037335,0.000172202,1.348615008,2.300037335,0.000172202
ENSMUSG00000026851,BC005624,0.272226235,-3.130068113,2.70E-08,2.387511922,3.130068113,2.70E-08
ENSMUSG00000019795,Pcmt1,0.271145972,-2.351448536,0.000106792,1.385195885,2.351448536,0.000106792
ENSMUSG00000028063,Lmna,0.269930676,-2.177184812,0.000495608,1.2218013,2.177184812,0.000495608
ENSMUSG00000022024,Sugt1,0.269795643,-2.796949835,1.02E-06,1.877818365,2.796949835,1.02E-06
ENSMUSG00000030824,Nucb1,0.269120479,-1.941294879,0.00247685,1.034019464,1.941294879,0.00247685
ENSMUSG00000020308,Tpgs1,0.266959953,-1.911596803,0.00292784,1.004754762,1.911596803,0.00292784
ENSMUSG00000067071,Hes6,0.266284789,-2.948057833,1.87E-07,2.058284026,2.948057833,1.87E-07
ENSMUSG00000070283,Ndufaf3,0.266284789,-2.783671015,1.27E-06,1.836360038,2.783671015,1.27E-06
ENSMUSG00000071072,Ptges3,0.264934461,-3.038324957,4.97E-08,2.180220284,3.038324957,4.97E-08
ENSMUSG00000037062,Sh3glb1,0.263989231,-2.402641814,6.83E-05,1.397389511,2.402641814,6.83E-05
ENSMUSG00000027215,Cd82,0.263854198,-2.914429683,2.58E-07,1.992438447,2.914429683,2.58E-07
ENSMUSG00000021111,Papola,0.262638902,-2.193496779,0.000487832,1.202291499,2.193496779,0.000487832
ENSMUSG00000040813,Tex264,0.260073278,-1.952771643,0.002251186,1.007193487,1.952771643,0.002251186
ENSMUSG00000034108,Ccs,0.259263081,-2.146426788,0.000577768,1.148639546,2.146426788,0.000577768
ENSMUSG00000003269,Cyth2,0.258857982,-2.702750079,3.13E-06,1.687597804,2.702750079,3.13E-06
ENSMUSG00000022013,Dnajc15,0.258452884,-3.21958158,7.56E-09,2.411899173,3.21958158,7.56E-09
ENSMUSG00000032067,Pts,0.257237588,-2.272272619,0.000210918,1.243749826,2.272272619,0.000210918
ENSMUSG00000047714,Ppp1r2,0.256967522,-1.963108306,0.00224683,1.002316037,1.963108306,0.00224683
ENSMUSG00000031347,Cetn2,0.256832489,-4.093549377,7.32E-16,4.39458272,4.093549377,4.81E-15
ENSMUSG00000032279,Idh3a,0.254536931,-2.609983703,9.00E-06,1.555906646,2.609983703,9.00E-06
ENSMUSG00000026520,Pycr2,0.253996799,-2.364836992,9.48E-05,1.309595405,2.364836992,9.48E-05
ENSMUSG00000000827,Tpd52l2,0.253591701,-2.17525944,0.000485842,1.14620082,2.17525944,0.000485842
ENSMUSG00000037573,Tob1,0.253186602,-2.899752218,3.25E-07,1.892450716,2.899752218,3.25E-07
ENSMUSG00000055148,Klf2,0.251431175,-3.107295205,5.98E-07,2.170465383,3.107295205,5.98E-07
ENSMUSG00000009114,2610028H24Rik,0.247785288,-3.724609334,1.72E-12,3.282524052,3.724609334,1.72E-12
ENSMUSG00000002768,Mea1,0.24738019,-2.226252235,0.000310352,1.158394446,2.226252235,0.000310352
ENSMUSG00000002804,Nudt14,0.246840058,-2.830441209,7.28E-07,1.758320833,2.830441209,7.28E-07
ENSMUSG00000023067,Cdkn1a,0.244679532,-3.098806392,4.24E-08,2.099742354,3.098806392,4.24E-08
ENSMUSG00000041035,Dpcd,0.243194171,-4.473035924,1.13E-19,5.413969832,4.473035924,4.81E-15
